# the excluded, use_AGN is True, use_composite is False
plateifu ra dec z psf mangaid BPT_x BPT_y EW_Ha is_limit 
8247-6104 138.02732196 42.9545996238 0.049128 2.6993 1-558247 -0.07122091948986053 0.042835064232349396 5.824963569641113 0 
8247-6102 136.825546505 41.3884614241 0.027079 2.80377 1-217060 -0.40001511573791504 -0.40950319170951843 7.1216254234313965 0 
8247-12703 136.363181204 44.1438800822 0.0533346 2.77609 1-137797 -0.3783755898475647 -0.46268367767333984 16.92259979248047 0 
8247-12705 137.068084868 41.6391904095 0.0413367 2.78314 1-217069 -0.40613746643066406 -0.44035446643829346 14.343584060668945 0 
8247-3701 136.671423992 41.3651069434 0.0249506 2.81746 1-585433 -0.04205396771430969 0.06224851310253143 2.4558944702148438 0 
8247-9101 136.778259104 42.5951034895 0.0415657 2.70524 1-137730 -0.4892652630805969 -0.6880056858062744 17.631710052490234 0 
8247-12701 138.275133843 43.0134634139 0.0141216 2.7719 1-217256 -0.8276160955429077 0.0773228257894516 15.895387649536133 0 
8247-12704 136.730098431 44.121516356 0.0494434 2.77404 1-137870 -0.3927125632762909 -0.5719767212867737 17.9930362701416 0 
8247-9102 137.441277003 41.9558696113 0.140035 2.82842 1-217041 0.2598649859428406 0.1077909916639328 1.3226068019866943 0 
8247-12702 135.722564417 43.2477264356 0.0436196 2.80058 1-137795 -0.480918824672699 -0.575493574142456 20.749563217163086 0 
8247-3704 136.039205522 42.3034211072 0.0265976 2.73458 1-137714 -0.32198962569236755 0.2191709280014038 1.0237698554992676 0 
8137-1901 114.186282401 42.4437088861 0.023256 2.95495 1-338677 -0.15717525780200958 0.13604223728179932 4.267075061798096 0 
8137-1902 117.093812663 43.780494376 0.0314488 2.93464 1-43717 -0.23669959604740143 0.2929728031158447 1.651386022567749 0 
8137-3703 116.854914291 43.9186203408 0.0317491 2.97861 1-338746 0.12729470431804657 0.488627165555954 1.1723721027374268 0 
8137-6104 116.967569128 43.3835000413 0.111394 2.95267 1-43721 0.12175658345222473 0.5973067283630371 1.1010048389434814 0 
8137-9102 117.038625786 43.5907001931 0.0311378 2.93676 1-43724 -0.3328019976615906 -0.43737733364105225 9.012367248535156 0 
8137-3701 116.703574938 43.3748383408 0.0415639 2.96756 1-43723 0.23413868248462677 0.551800012588501 0.8061478734016418 0 
8137-12701 115.166941043 42.4539538291 0.0381997 2.91178 1-338709 -0.5027475953102112 -0.40404704213142395 16.900005340576172 0 
8137-6103 116.782606045 43.3140748538 0.0416588 2.97335 1-43718 0.3151507079601288 0.5795003175735474 0.5595514178276062 0 
8137-12702 115.017774246 43.0009101908 0.049903 2.96413 1-338697 -0.4475858509540558 -0.5689960718154907 14.828938484191895 0 
8137-12704 116.335737456 43.9017733117 0.0459625 2.93161 1-338770 -0.49102699756622314 -0.3612164556980133 10.550167083740234 0 
8137-3704 115.641612983 44.2158591843 0.0418254 2.94901 1-338828 -0.43713662028312683 -0.36951982975006104 23.694046020507812 0 
8137-12705 116.475347803 43.5193898701 0.0409416 2.95022 1-338737 -0.5542387962341309 -0.329152911901474 17.937122344970703 0 
8137-12703 116.169257474 44.1444094839 0.0382869 2.94353 1-338796 -0.22272969782352448 -0.26952308416366577 4.801148891448975 0 
8140-3702 117.412475858 42.9670738832 0.0307213 2.72346 1-43773 -0.08053601533174515 0.1768786460161209 1.7921271324157715 0 
8140-3701 116.176854635 42.3576915289 0.0389148 2.6932 1-43702 -0.4532858431339264 -0.5471688508987427 34.29587936401367 0 
8140-1902 117.766031532 41.9734561578 0.0407325 2.69838 1-43663 -0.4072837829589844 -0.5908753275871277 48.05485153198242 0 
8140-3704 116.785721278 40.3929408076 0.076464 2.75867 1-43933 0.09355518966913223 0.5142508149147034 0.4707886576652527 0 
8140-12705 118.986146494 40.5539780978 0.0434195 2.84013 1-43849 -0.5849757194519043 -0.29740867018699646 15.04491138458252 0 
8140-9101 116.50721804 40.8750588227 0.0381445 2.76331 1-43381 -0.6576476693153381 -0.18071973323822021 12.633147239685059 0 
8140-6103 116.787162594 42.0787163158 0.0282779 2.67043 1-43672 0.10807663947343826 0.4800720512866974 1.8654968738555908 0 
8140-6101 116.753218496 41.5260927865 0.0279519 2.72939 1-548082 -0.07959095388650894 0.11552558839321136 1.8953510522842407 0 
8140-6102 117.818563964 40.9520924282 0.0403941 2.79061 1-43957 -0.48254716396331787 -0.44461649656295776 20.11033058166504 0 
8140-12704 117.923767287 42.303573518 0.0240546 2.70058 1-43651 -0.5684462785720825 -0.19388365745544434 19.213232040405273 0 
8140-6104 117.705857719 40.9463206643 0.0414339 2.70498 1-43956 -0.5464959740638733 -0.141851007938385 28.61043930053711 0 
8140-9102 116.742603976 42.320966989 0.079101 2.6737 1-43687 0.20430445671081543 0.522416353225708 1.1082561016082764 0 
8140-12702 117.903193396 41.4604410103 0.0417065 2.7125 1-43632 -0.4021916687488556 -0.4269197881221771 24.913169860839844 0 
8140-12703 117.898469126 42.8801150745 0.0320322 2.71397 1-43783 0.03546720743179321 0.2609555125236511 1.831640362739563 0 
8135-1901 112.662660995 38.4475863751 0.0375388 2.50954 1-337898 -0.3568728566169739 -0.7324876189231873 26.001705169677734 0 
8135-12705 115.443139987 37.6155355534 0.0265046 2.56289 1-43497 -0.4733542799949646 -0.16668061912059784 12.53780746459961 0 
8135-1902 114.096383278 39.4382798053 0.117997 2.53356 1-43214 0.018507910892367363 -0.27712106704711914 133.1942596435547 0 
8135-9101 112.97970722 39.1401320851 0.0870194 2.54847 1-338152 0.0765485018491745 0.788838803768158 0.49660226702690125 0 
8135-12703 113.553880266 39.0768343422 0.0509857 2.52662 1-43009 -0.30255892872810364 -0.33905211091041565 5.775419235229492 0 
8135-6104 112.910993925 39.4005367184 0.050806 2.48293 1-338237 -0.031690698117017746 0.4017544090747833 1.4811863899230957 0 
8135-3702 114.084789596 39.8799883739 0.041487 2.55176 1-43229 -0.5858179330825806 -0.1724035143852234 18.416824340820312 0 
8135-9102 113.610094821 38.629014845 0.0459092 2.49131 1-43022 -0.47100722789764404 -0.6089164614677429 19.03276252746582 0 
8135-12704 114.753059381 38.1277411977 0.0944878 2.51352 1-43506 -0.13943517208099365 0.0964411199092865 2.5897886753082275 0 
8135-6103 113.057012986 39.5600737596 0.0488063 2.49845 1-338220 0.19069033861160278 0.5859885811805725 0.9839397668838501 0 
8135-6102 114.872635541 37.8205071462 0.0868532 2.5537 1-43099 0.20227013528347015 0.24350613355636597 0.5531824231147766 0 
8135-6101 115.242270211 39.3793234826 0.0108501 2.52021 1-43148 -0.66408371925354 -0.0602167584002018 37.954925537109375 0 
8135-12701 113.472274826 37.025904577 0.0617783 2.53289 1-604761 0.2479480803012848 0.4940073490142822 3.0205373764038086 0 
8135-3704 114.897365992 37.7515059306 0.0305262 2.54194 1-43505 -0.5836294889450073 -0.23443642258644104 44.78252410888672 0 
8135-12702 112.933557763 38.3365628172 0.0526712 2.43046 1-43012 -0.40858131647109985 -0.5458522439002991 7.436433792114258 0 
8250-6101 138.753149994 42.0243897468 0.0278974 2.5098 1-217221 -0.4154825508594513 -0.4634387195110321 111.98802947998047 0 
8250-3703 139.739960635 43.5005762984 0.040052 2.33927 1-217300 -0.5740953683853149 -0.05468668416142464 65.60001373291016 0 
8250-6104 140.411419824 43.7261523203 0.0398721 2.35956 1-558926 -0.3457706570625305 -0.5236545205116272 26.730186462402344 0 
8250-6102 138.902616221 42.1572231444 0.0247248 2.55849 1-217210 -0.3685133755207062 -0.5292056798934937 9.342794418334961 0 
8250-6103 140.289436005 42.6868547538 0.0252691 2.44559 1-217326 -0.3439404368400574 -0.3181041479110718 4.573393821716309 0 
8250-12704 138.981378466 44.332760792 0.0397859 2.53051 1-585513 -0.17952388525009155 -0.3958778381347656 23.136531829833984 0 
8250-1902 140.218473007 42.7088015635 0.0246409 2.48432 1-217324 -0.08596494793891907 0.3258412778377533 1.7962244749069214 0 
8250-3701 138.968616475 42.4015162608 0.0486499 2.45954 1-217304 -0.03364105522632599 0.692009687423706 0.5296293497085571 0 
8250-9102 139.427012288 44.1006868066 0.0323374 2.45312 1-137844 0.09139607101678848 0.4506200850009918 0.9352244138717651 0 
8250-12701 139.193150453 42.5067799907 0.0865915 2.46272 1-558248 0.2613939642906189 0.3817498981952667 0.5900090932846069 0 
8250-12702 140.359627792 43.1021548866 0.0451539 2.4719 1-217331 -0.4503041207790375 -0.5006389021873474 13.39045524597168 0 
8250-3704 140.210574427 42.2888478624 0.0407695 2.44285 1-217171 -0.4030876159667969 -0.6511443853378296 29.75271224975586 0 
8250-12705 140.39879069 43.2572462761 0.0160493 2.44993 1-147394 -0.8430866599082947 0.1762734204530716 19.15765380859375 0 
8250-3702 138.935541667 44.2360887374 0.0321364 2.46617 1-137853 -0.3641684651374817 -0.1829761266708374 0.05566386133432388 0 
8250-9101 139.308858804 44.4891619278 0.0320271 2.48073 1-137845 0.13413028419017792 0.8538057208061218 0.557042121887207 0 
8250-12703 139.647743513 44.5967370112 0.014213 2.46032 1-137912 -0.8924081325531006 0.23922176659107208 25.72075653076172 0 
8141-3702 117.241187951 44.9860564855 0.0239461 2.57728 1-339116 -0.429265558719635 -0.22252708673477173 22.083982467651367 0 
8141-12703 120.360092729 44.1936240334 0.0313725 2.63028 1-604937 -0.12831416726112366 -0.03576774522662163 2.28226900100708 0 
8141-3701 118.393688425 44.0954269232 0.0315595 2.62406 1-44180 -0.1254856288433075 -0.08056288957595825 3.9002933502197266 0 
8141-12701 116.732642218 44.2656992972 0.0312315 2.6278 1-338771 -0.2574212849140167 -0.3928907513618469 14.406912803649902 0 
8141-3704 119.057148686 44.3861254327 0.0473998 2.53661 1-44141 0.16414996981620789 0.3191250264644623 0.8406316637992859 0 
8141-12705 118.863856172 44.0293299078 0.0477224 2.57919 1-44117 -0.11331545561552048 0.02480282634496689 1.9646445512771606 0 
8141-6103 117.303663149 44.0650367071 0.0304443 2.659 1-43741 -0.1876436471939087 0.2596307694911957 2.724579095840454 0 
8141-6102 118.648986177 44.1518134268 0.0313438 2.5608 1-44163 -0.12158625572919846 0.5622153878211975 1.7078531980514526 0 
8141-6101 119.165933097 44.1010079182 0.0458422 2.56714 1-44100 0.11666864156723022 0.3903319537639618 0.5635020136833191 0 
8141-9102 119.611553119 44.0462231025 0.0504328 2.62279 1-44083 -0.5043134093284607 -0.38461175560951233 32.247928619384766 0 
8141-12702 117.239820154 43.7865920222 0.0314434 2.68076 1-43733 -0.46086394786834717 -0.6960550546646118 14.65304946899414 0 
8141-12704 118.798294212 44.3821709999 0.0482183 2.62761 1-44172 -0.37121114134788513 -0.44188016653060913 7.767642021179199 0 
8253-6101 156.628462328 42.0455277425 0.0431544 2.74021 1-254940 -0.4350135922431946 -0.6983950734138489 13.366632461547852 0 
8253-6104 158.251424806 42.9284226228 0.0446767 2.76058 1-255248 0.09712003171443939 0.5659144520759583 1.0882904529571533 0 
8253-12704 159.153280005 43.5067783295 0.024637 2.68071 1-274583 -0.44893959164619446 -0.5356588959693909 9.440625190734863 0 
8253-1901 158.017034271 43.8592700691 0.028376 2.74572 1-274646 0.13781453669071198 0.3664260804653168 1.5969254970550537 0 
8253-12705 158.785349143 42.6388117276 0.0877147 2.74343 1-255308 -0.2880876958370209 -0.5318566560745239 6.15199089050293 0 
8253-12701 157.058861447 42.9680503539 0.0449915 2.69564 1-274706 -0.4110201299190521 -0.4062069356441498 10.513604164123535 0 
8253-1902 157.845819413 42.2771798525 0.0223874 2.69088 1-255220 -0.1063142865896225 0.6458936929702759 0.6036859750747681 0 
8253-9102 158.207632004 43.1739467984 0.0291267 2.69969 1-274593 -0.48955094814300537 -0.4785253405570984 19.19608497619629 0 
8253-12702 157.624183043 43.24218602 0.0987413 2.72153 1-558442 -0.07583491504192352 0.06930100172758102 3.2774393558502197 0 
8253-3703 157.343576151 43.1705891713 0.0272573 2.66359 1-274689 -0.452626496553421 -0.6989177465438843 45.38376998901367 0 
8253-3702 157.597552562 43.725082216 0.0288336 2.67372 1-274658 0.12482838332653046 0.7328965663909912 0.8860223889350891 0 
8253-12703 159.382717136 43.653763908 0.0243203 2.61097 1-275456 -0.11793521046638489 0.13370364904403687 7.9343085289001465 0 
8253-9101 157.66051618 44.0127207743 0.028031 2.7118 1-274663 0.17127558588981628 0.459777295589447 1.030726671218872 0 
8256-6104 166.673548803 42.8116751949 0.0587222 2.41733 1-558910 0.15356457233428955 0.8696613311767578 0.8056035041809082 0 
8256-9102 165.104138211 43.0196919506 0.0374543 2.45538 1-255959 -1.193564772605896 0.610426664352417 157.24307250976562 0 
8256-6101 163.734794052 41.4984615909 0.0246276 2.51116 1-277103 0.14239689707756042 0.7389894723892212 0.7563650608062744 0 
8256-6102 164.940924918 42.6892097975 0.0381694 2.47132 1-255691 -0.4466981291770935 -0.420230895280838 19.69162368774414 0 
8256-12703 166.909018652 42.75319133 0.058568 2.36278 1-256456 -0.33260512351989746 -0.30998554825782776 4.11760139465332 0 
8256-3701 164.497127195 40.8279722463 0.0240103 2.54932 1-277161 0.1487799733877182 0.5326231122016907 0.4871506094932556 0 
8256-1902 166.78133818 42.825496152 0.0368781 2.45618 1-256457 -0.11109788715839386 0.08900938183069229 0.8435903787612915 0 
8256-12705 165.795923954 41.7052427347 0.0307913 2.41413 1-587938 0.127029150724411 0.4916924834251404 0.8787999749183655 0 
8256-12701 164.585191631 40.7882342626 0.0255946 2.56175 1-277691 -0.49644121527671814 -0.37443119287490845 23.006824493408203 0 
8256-3704 166.621994915 41.0361792285 0.0990534 2.51646 1-278485 0.07958755642175674 0.40256547927856445 0.6255781054496765 0 
8256-12702 164.410760825 41.0548595378 0.0254646 2.48205 1-277162 -0.8713446855545044 0.09951154887676239 15.36704158782959 0 
8256-3703 167.049681744 42.1196937579 0.036215 2.50444 1-277858 -0.22325032949447632 -0.04457970708608627 1.3177945613861084 0 
8143-3703 120.639839507 42.3927047315 0.0412392 2.53937 1-44447 -0.2822900712490082 0.04688011109828949 3.4746224880218506 0 
8143-3702 119.834859985 42.0570733284 0.0245084 2.67498 1-44483 -0.06382187455892563 0.3761840760707855 1.6062734127044678 0 
8143-1901 118.660223852 42.5441122846 0.0318057 2.62833 1-43629 -0.13982656598091125 0.19402246177196503 5.927336692810059 0 
8143-1902 119.643311577 41.578406654 0.0413786 2.59534 1-44047 0.0050421892665326595 0.6098116636276245 0.499561607837677 0 
8143-12702 118.906701145 42.7512435538 0.0449168 2.62245 1-43823 -0.41298672556877136 -0.5837761759757996 12.834856986999512 0 
8143-9101 119.401238357 41.1145839971 0.0414896 2.5947 1-44013 -0.33019405603408813 -0.03867005929350853 3.8461697101593018 0 
8143-12705 121.489983291 41.1481156278 0.0407506 2.53804 1-72339 -0.3717525601387024 -0.4123610258102417 9.017229080200195 0 
8143-6103 120.11665 41.66065 0.0435708 2.62143 1-44436 0.243038609623909 0.7078810930252075 0.9680355191230774 0 
8143-6104 119.822532489 42.0085365923 0.0436444 2.63178 1-44479 -0.13558296859264374 -0.020324602723121643 4.7314982414245605 0 
8143-12704 119.560036646 42.2686686418 0.0315863 2.60936 1-44487 -0.017851483076810837 0.11132574826478958 1.5904773473739624 0 
8143-6102 118.946946752 41.2803730342 0.0410599 2.63477 1-44009 -0.6372920274734497 -0.07408268004655838 20.46722984313965 0 
8143-9102 119.929962507 42.1997784614 0.0441288 2.62413 1-44463 -0.4407385289669037 -0.6772440671920776 20.370210647583008 0 
8143-12703 120.908507706 43.3430528761 0.0152769 2.56129 1-44565 -0.6206079125404358 -0.211051806807518 12.38046932220459 0 
8249-6101 137.562456488 46.2932696556 0.026734 2.52177 1-155463 -0.30691879987716675 -0.5024873614311218 18.514968872070312 0 
8249-9101 136.476492743 46.259107066 0.0518655 2.57457 1-155440 -0.2744450271129608 -0.2594325542449951 5.842409610748291 0 
8249-6103 136.793850517 46.2111457117 0.040334 2.56154 1-155456 0.1496732085943222 0.46764832735061646 1.0701789855957031 0 
8249-6102 137.335924379 45.0655135856 0.0510126 2.56616 1-137875 -0.4790809154510498 -0.27043455839157104 40.10381317138672 0 
8249-1901 137.219338724 44.9322670576 0.0265684 2.55068 1-137890 -0.42932528257369995 -0.1316710263490677 49.528446197509766 0 
8249-1902 139.797122285 45.3665231283 0.031543 2.63041 1-137915 -0.05240548029541969 0.3533729314804077 0.5697551369667053 0 
8249-12703 139.55919103 45.6516888989 0.0269041 2.54093 1-137908 -0.375613808631897 -0.37842074036598206 5.466519832611084 0 
8249-12702 137.562412054 44.6841342226 0.0346482 2.56818 1-137898 -0.6192155480384827 -0.19873636960983276 8.642383575439453 0 
8249-12701 136.156282887 44.874731539 0.0345388 2.51296 1-155337 -0.6814725399017334 0.05471423640847206 22.333667755126953 0 
8249-3702 137.03265263 45.9209619515 0.0267975 2.53209 1-155558 -0.5432950854301453 -0.09779185801744461 58.19783020019531 0 
8249-3703 139.720468628 45.7277823533 0.026438 2.53596 1-137961 -0.3899937868118286 -0.39837124943733215 39.682857513427734 0 
8249-12704 137.377511499 45.9523523666 0.0269196 2.5569 1-567155 0.0239039808511734 0.5408397316932678 1.4855310916900635 0 
8258-6104 167.898754463 43.5913134549 0.061473 2.44699 1-256283 0.06239214539527893 0.44875991344451904 0.9038960933685303 0 
8258-9101 165.45434119 44.4481335854 0.0367555 2.51063 1-587908 -0.2648731768131256 -0.42821425199508667 20.044679641723633 0 
8258-12701 165.935105977 43.8577781252 0.0254569 2.39611 1-256190 -0.4635732173919678 -0.4464004337787628 10.317163467407227 0 
8258-1901 166.620758182 44.8509015149 0.021032 2.49345 1-277213 -0.3739209473133087 -0.19520844519138336 29.161436080932617 0 
8258-3701 165.570030751 44.33518369 0.0246067 2.47502 1-256182 -0.4649941325187683 -0.36698511242866516 45.2615852355957 0 
8258-1902 167.9737077 43.5666663336 0.0248235 2.36429 1-256381 -0.33990079164505005 -0.4570518136024475 7.92486047744751 0 
8258-9102 167.255562519 44.4118914506 0.0961407 2.45987 1-256301 -0.1943940669298172 0.15602578222751617 3.3409736156463623 0 
8258-3702 165.853154589 45.0054931236 0.0249306 2.51837 1-277253 -0.5558423399925232 -0.22993724048137665 20.385404586791992 0 
8258-3704 167.025035738 43.8946110815 0.0584715 2.38931 1-256496 -0.5547879934310913 -0.32303085923194885 64.88468170166016 0 
8258-12705 167.15437657 43.0042373453 0.0498934 2.4249 1-256002 -0.12847751379013062 -0.04894575849175453 5.748212814331055 0 
8258-12703 168.118826692 44.1586499485 0.0660807 2.36314 1-256574 -0.3060106933116913 -0.13445965945720673 10.510310173034668 0 
8258-6102 167.103856416 43.0129618855 0.04935 2.40749 1-256009 0.12176714092493057 0.3827301859855652 2.2137291431427 0 
8258-12704 167.776507023 43.6330113334 0.0250287 2.47265 1-256293 0.2232760787010193 0.7465596199035645 1.1161208152770996 0 
8258-6101 168.015359771 42.669794885 0.0213349 2.36027 1-278537 -0.801981508731842 0.13773369789123535 24.92348289489746 0 
8258-12702 167.329258624 43.8747567427 0.0212478 2.33952 1-256546 -0.5664794445037842 -0.1136789545416832 13.324301719665527 0 
