# the excluded, use_AGN is True, use_composite is False
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
8135-6104 112.910993925 39.4005367184 1-338237 -0.0035948678851127625 0.391573965549469 1.473484754562378 0 0 
8135-12703 113.553880266 39.0768343422 1-43009 -0.30169156193733215 -0.3411121964454651 5.512044429779053 0 0 
8135-6102 114.872635541 37.8205071462 1-43099 0.19202996790409088 0.2664238512516022 0.5244890451431274 0 0 
8135-6101 115.242270211 39.3793234826 1-43148 -0.6642451882362366 -0.06432037055492401 38.882450103759766 0 0 
8135-12701 113.472274826 37.025904577 1-604761 0.2518308162689209 0.49016231298446655 3.036210060119629 0 0 
8135-9102 113.610094821 38.629014845 1-43022 -0.47074785828590393 -0.6103656888008118 18.999229431152344 0 0 
8135-12705 115.443139987 37.6155355534 1-43497 -0.4732222855091095 -0.17915210127830505 12.465639114379883 0 0 
8135-12702 112.933557763 38.3365628172 1-43012 -0.4083157777786255 -0.5418695211410522 7.433807373046875 0 0 
8250-9102 139.427012288 44.1006868066 1-137844 0.09594851732254028 0.44696325063705444 0.9330117702484131 0 0 
8250-12701 139.193150453 42.5067799907 1-558248 0.27252858877182007 0.38456156849861145 0.604119062423706 0 0 
8250-12702 140.359627792 43.1021548866 1-217331 -0.4493604600429535 -0.5073766708374023 13.289958000183105 0 0 
8250-12703 139.647743513 44.5967370112 1-137912 -0.8872091770172119 0.2420758306980133 25.75348472595215 0 0 
8250-1902 140.218473007 42.7088015635 1-217324 -0.09007402509450912 0.30445921421051025 1.818638801574707 0 0 
8250-3703 139.739960635 43.5005762984 1-217300 -0.5742429494857788 -0.05381080135703087 67.19493865966797 0 0 
8250-3704 140.210574427 42.2888478624 1-217171 -0.40388208627700806 -0.6535618305206299 29.980457305908203 0 0 
8250-12704 138.981378466 44.332760792 1-585513 -0.18056775629520416 -0.4007713794708252 23.83141326904297 0 0 
8250-9101 139.308858804 44.4891619278 1-137845 0.13733015954494476 0.8698573708534241 0.5688353776931763 0 0 
8250-3701 138.968616475 42.4015162608 1-217304 -0.03926991671323776 0.7278333902359009 0.5329574942588806 0 0 
8250-12705 140.39879069 43.2572462761 1-147394 -0.8465369939804077 0.17230379581451416 19.245450973510742 0 0 
8250-6104 140.411419824 43.7261523203 1-558926 -0.3454504907131195 -0.5329942107200623 26.816978454589844 0 0 
8250-6102 138.902616221 42.1572231444 1-217210 -0.36765342950820923 -0.529493510723114 9.305953979492188 0 0 
8250-6103 140.289436005 42.6868547538 1-217326 -0.3423280119895935 -0.30651867389678955 4.559681415557861 0 0 
8250-6101 138.753149994 42.0243897468 1-217221 -0.4157557189464569 -0.46691280603408813 113.09082794189453 0 0 
8141-3702 117.241187951 44.9860564855 1-339116 -0.429398775100708 -0.22480598092079163 22.142105102539062 0 0 
8141-3701 118.393688425 44.0954269232 1-44180 -0.12493118643760681 -0.08202055096626282 3.8725509643554688 0 0 
8141-6102 118.648986177 44.1518134268 1-44163 -0.11910964548587799 0.5655685663223267 1.6931437253952026 0 0 
8141-6103 117.303663149 44.0650367071 1-43741 -0.18401113152503967 0.262246310710907 2.737823247909546 0 0 
8141-9102 119.611553119 44.0462231025 1-44083 -0.5048908591270447 -0.3900972306728363 32.140625 0 0 
8141-12705 118.863856172 44.0293299078 1-44117 -0.11071280390024185 0.003993237391114235 1.9778196811676025 0 0 
8141-12703 120.360092729 44.1936240334 1-604937 -0.11791068315505981 -0.0320972241461277 2.253192663192749 0 0 
8141-12702 117.239820154 43.7865920222 1-43733 -0.4612151086330414 -0.6977947950363159 14.660612106323242 0 0 
8141-12701 116.732642218 44.2656992972 1-338771 -0.2576671838760376 -0.3913878798484802 14.561542510986328 0 0 
8141-12704 118.798294212 44.3821709999 1-44172 -0.3700738549232483 -0.43930190801620483 7.590221405029297 0 0 
8141-3704 119.057148686 44.3861254327 1-44141 0.1570938229560852 0.3971930146217346 0.832190752029419 0 0 
8253-9102 158.207632004 43.1739467984 1-274593 -0.48882153630256653 -0.482548326253891 19.209001541137695 0 0 
8253-12703 159.382717136 43.653763908 1-275456 -0.12093554437160492 0.13830164074897766 7.9615983963012695 0 0 
8253-12705 158.785349143 42.6388117276 1-255308 -0.2881641387939453 -0.536457359790802 6.074544429779053 0 0 
8253-12702 157.624183043 43.24218602 1-558442 -0.07496188580989838 0.07825200259685516 3.1753344535827637 0 0 
8253-3702 157.597552562 43.725082216 1-274658 0.11327528208494186 0.7107032537460327 0.8841853141784668 0 0 
8253-12701 157.058861447 42.9680503539 1-274706 -0.4110869765281677 -0.41509103775024414 10.382918357849121 0 0 
8253-1902 157.845819413 42.2771798525 1-255220 -0.10936364531517029 0.6121984720230103 0.6093413829803467 0 0 
8253-9101 157.66051618 44.0127207743 1-274663 0.1700366586446762 0.4400130808353424 1.0226192474365234 0 0 
8253-12704 159.153280005 43.5067783295 1-274583 -0.4491305351257324 -0.5479487776756287 9.483050346374512 0 0 
8253-3703 157.343576151 43.1705891713 1-274689 -0.452886164188385 -0.7018119096755981 45.540122985839844 0 0 
8253-6101 156.628462328 42.0455277425 1-254940 -0.4355178475379944 -0.6969019770622253 13.343894004821777 0 0 
8253-1901 158.017034271 43.8592700691 1-274646 0.13496999442577362 0.3440430164337158 1.6170132160186768 0 0 
8253-6104 158.251424806 42.9284226228 1-255248 0.11074940115213394 0.5712493658065796 1.1029082536697388 0 0 
8256-9102 165.104138211 43.0196919506 1-255959 -1.1946468353271484 0.6130567193031311 159.56581115722656 0 0 
8256-12703 166.909018652 42.75319133 1-256456 -0.32868197560310364 -0.31902459263801575 4.060191631317139 0 0 
8256-12701 164.585191631 40.7882342626 1-277691 -0.49686795473098755 -0.37810540199279785 23.02836799621582 0 0 
8256-12702 164.410760825 41.0548595378 1-277162 -0.8651425242424011 0.10067588835954666 15.602023124694824 0 0 
8256-1902 166.78133818 42.825496152 1-256457 -0.1491638869047165 0.05659855529665947 0.8502564430236816 0 0 
8256-12705 165.795923954 41.7052427347 1-587938 0.1297728270292282 0.49216392636299133 0.8932046294212341 0 0 
8256-3701 164.497127195 40.8279722463 1-277161 0.18371616303920746 0.04382016882300377 0.48317062854766846 0 0 
8256-3704 166.621994915 41.0361792285 1-278485 0.10357574373483658 0.40551427006721497 0.6339555382728577 0 0 
8256-3703 167.049681744 42.1196937579 1-277858 -0.1901867687702179 -0.10027831047773361 1.2946847677230835 0 0 
8256-6102 164.940924918 42.6892097975 1-255691 -0.44675806164741516 -0.42154577374458313 19.638193130493164 0 0 
8256-6101 163.734794052 41.4984615909 1-277103 0.15488594770431519 0.7382344007492065 0.7647745013237 0 0 
8256-6104 166.673548803 42.8116751949 1-558910 0.15775880217552185 0.8474040031433105 0.7677015066146851 0 0 
8143-1902 119.643311577 41.578406654 1-44047 0.017498483881354332 0.6240619421005249 0.4542989134788513 0 0 
8143-1901 118.660223852 42.5441122846 1-43629 -0.13915924727916718 0.19336172938346863 6.017777442932129 0 0 
8143-6104 119.822532489 42.0085365923 1-44479 -0.13838808238506317 -0.01786658726632595 4.7487711906433105 0 0 
8143-3702 119.834859985 42.0570733284 1-44483 -0.061671044677495956 0.36534151434898376 1.601048231124878 0 0 
8143-3703 120.639839507 42.3927047315 1-44447 -0.2731385827064514 0.0467100664973259 3.5044374465942383 0 0 
8143-6103 120.11665 41.66065 1-44436 0.22885386645793915 0.7109721899032593 0.9814110398292542 0 0 
8143-12705 121.489983291 41.1481156278 1-72339 -0.37208589911460876 -0.42245209217071533 9.065417289733887 0 0 
8143-3704 120.384641982 42.0022978274 1-44418 0.12043190002441406 0.310840904712677 0.46127045154571533 0 0 
8143-6102 118.946946752 41.2803730342 1-44009 -0.63690185546875 -0.07685098052024841 20.40215301513672 0 0 
8143-9101 119.401238357 41.1145839971 1-44013 -0.32476526498794556 -0.0416090190410614 3.86065411567688 0 0 
8143-9102 119.929962507 42.1997784614 1-44463 -0.4397524297237396 -0.683424174785614 20.284582138061523 0 0 
8143-12702 118.906701145 42.7512435538 1-43823 -0.4120270609855652 -0.582960844039917 12.859378814697266 0 0 
8143-12704 119.560036646 42.2686686418 1-44487 -0.017110954970121384 0.11252099275588989 1.587389349937439 0 0 
8143-12703 120.908507706 43.3430528761 1-44565 -0.6187486052513123 -0.21202562749385834 12.364550590515137 0 0 
8249-12703 139.55919103 45.6516888989 1-137908 -0.3778958022594452 -0.3870624005794525 5.492503643035889 0 0 
8249-12701 136.156282887 44.874731539 1-155337 -0.6822523474693298 0.04506726935505867 22.408191680908203 0 0 
8249-12702 137.562412054 44.6841342226 1-137898 -0.632427990436554 -0.20113083720207214 8.811819076538086 0 0 
8249-9101 136.476492743 46.259107066 1-155440 -0.2715768814086914 -0.26028895378112793 5.7955474853515625 0 0 
8249-1902 139.797122285 45.3665231283 1-137915 -0.06610432267189026 0.3458916246891022 0.579164981842041 0 0 
8249-12704 137.377511499 45.9523523666 1-567155 0.028680970892310143 0.5442437529563904 1.4736530780792236 0 0 
8249-3703 139.720468628 45.7277823533 1-137961 -0.38995835185050964 -0.39933109283447266 40.535545349121094 0 0 
8249-3702 137.03265263 45.9209619515 1-155558 -0.5427805781364441 -0.09864141047000885 58.885276794433594 0 0 
8249-1901 137.219338724 44.9322670576 1-137890 -0.430436909198761 -0.1340322047472 49.5965690612793 0 0 
8249-6102 137.335924379 45.0655135856 1-137875 -0.4780430793762207 -0.2722488045692444 39.96440887451172 0 0 
8249-6101 137.562456488 46.2932696556 1-155463 -0.307247132062912 -0.507672905921936 18.60451316833496 0 0 
8249-6103 136.793850517 46.2111457117 1-155456 0.15468555688858032 0.472634494304657 1.068998098373413 0 0 
8258-12704 167.776507023 43.6330113334 1-256293 0.22286859154701233 0.7604652643203735 1.1278988122940063 0 0 
8258-12702 167.329258624 43.8747567427 1-256546 -0.5671126246452332 -0.1148318499326706 13.230779647827148 0 0 
8258-12701 165.935105977 43.8577781252 1-256190 -0.4588097929954529 -0.44914302229881287 10.322468757629395 0 0 
8258-12703 168.118826692 44.1586499485 1-256574 -0.304358571767807 -0.14648474752902985 10.549436569213867 0 0 
8258-12705 167.15437657 43.0042373453 1-256002 -0.12513655424118042 -0.047897785902023315 5.689161777496338 0 0 
8258-1902 167.9737077 43.5666663336 1-256381 -0.33856287598609924 -0.45298895239830017 7.815087795257568 0 0 
8258-3701 165.570030751 44.33518369 1-256182 -0.46490558981895447 -0.36715057492256165 45.066070556640625 0 0 
8258-3704 167.025035738 43.8946110815 1-256496 -0.5537315607070923 -0.32835522294044495 65.59356689453125 0 0 
8258-3702 165.853154589 45.0054931236 1-277253 -0.5555640459060669 -0.2358224242925644 20.392017364501953 0 0 
8258-9101 165.45434119 44.4481335854 1-587908 -0.2675386965274811 -0.42088639736175537 19.711261749267578 0 0 
8258-6102 167.103856416 43.0129618855 1-256009 0.11464010179042816 0.3903312683105469 2.2661802768707275 0 0 
8258-1901 166.620758182 44.8509015149 1-277213 -0.3747939467430115 -0.19913354516029358 29.260337829589844 0 0 
8258-6101 168.015359771 42.669794885 1-278537 -0.8008435964584351 0.13551555573940277 25.30166244506836 0 0 
8258-6104 167.898754463 43.5913134549 1-256283 0.05582856386899948 0.41990411281585693 0.9058388471603394 0 0 
8252-12702 145.530849239 48.1548737786 1-567187 0.18433350324630737 0.7449828386306763 0.9359810948371887 0 0 
8252-9102 145.541530882 48.0128634742 1-138157 -0.5709390640258789 -0.143973708152771 82.31707000732422 0 0 
8252-12703 145.456567929 48.6489913502 1-185298 -0.4064396917819977 -0.4877481460571289 16.277122497558594 0 0 
8252-12701 144.23925577 48.2941162265 1-138087 -1.238947868347168 0.4663669168949127 57.115440368652344 0 0 
8252-1902 146.091838441 47.459850984 1-138164 -0.44884034991264343 0.1775045096874237 7.3483171463012695 0 0 
8252-3704 145.308121958 47.6885981864 1-138140 -0.18045859038829803 -0.42425695061683655 17.919157028198242 0 0 
8252-6102 144.557956402 48.3883017672 1-138102 -0.426715612411499 -0.6678926944732666 12.415035247802734 0 0 
8252-6101 144.617048762 48.5255082955 1-138105 -0.3934797942638397 -0.49309641122817993 6.580691337585449 0 0 
8252-3703 144.352308981 48.5154530802 1-138106 -0.5165059566497803 -0.04119022563099861 32.4794807434082 0 0 
8252-9101 144.692383053 48.5628700469 1-605973 -0.3543027937412262 -0.24569909274578094 22.052650451660156 0 0 
8252-3701 144.846118089 47.1268642387 1-138034 -0.1696208417415619 -0.16861695051193237 4.953756809234619 0 0 
8252-12704 145.943835706 48.290713463 1-185287 -0.43870118260383606 -0.30194833874702454 21.2434024810791 0 0 
8252-12705 145.443221426 46.9738383647 1-138021 -0.29996463656425476 -0.42555755376815796 4.2408833503723145 0 0 
8252-1901 145.773946457 48.4196808307 1-567184 -0.2028517872095108 0.3245401978492737 0.017610138282179832 0 0 
8252-6103 144.154987174 48.4743817436 1-585641 -0.21320265531539917 -0.2838606834411621 35.026973724365234 0 0 
8252-6104 145.608878979 48.6144388411 1-567185 -0.37627506256103516 -0.6827283501625061 20.925674438476562 0 0 
8257-9102 166.767438931 45.8221385038 1-278057 -0.33535540103912354 -0.49784454703330994 17.49944496154785 0 0 
8257-12703 167.002685726 46.8507437256 1-278153 -0.3988218903541565 -0.6016005873680115 13.077642440795898 0 0 
8257-12701 165.495818359 45.2280243374 1-277290 -0.228671133518219 -0.09201547503471375 37.43696212768555 0 0 
8257-12702 166.403246668 46.173601726 1-277521 -0.5937367677688599 -0.144262433052063 22.62046241760254 0 0 
8257-1902 166.297815975 46.1029376834 1-278081 -0.16542354226112366 -0.12732724845409393 3.3695855140686035 0 0 
8257-3703 166.655700331 46.0387775728 1-278062 -0.21053852140903473 -0.37099698185920715 20.84852409362793 0 0 
8257-12705 167.034557947 45.9846243821 1-277552 -0.15505154430866241 0.10828576236963272 6.803094863891602 0 0 
8257-3701 165.568697657 44.2717100492 1-256185 0.16963542997837067 0.6673311591148376 0.9850955009460449 0 0 
8257-3704 165.553613585 45.3038714285 1-277293 -0.9580031037330627 0.3408212661743164 29.798385620117188 0 0 
8257-6103 164.642095782 45.8125349849 1-277453 0.175938680768013 0.7838200926780701 1.9931334257125854 0 0 
8257-9101 165.453589045 44.8138075901 1-277271 -0.45938050746917725 -0.5996416807174683 17.74114418029785 0 0 
8257-6102 165.891915852 45.17042184 1-277254 -0.4937936067581177 -0.2375846654176712 10.231854438781738 0 0 
8257-6101 165.26133255 44.8882467412 1-277272 -0.23889291286468506 -0.199666365981102 5.365106105804443 0 0 
8244-1902 130.915071636 50.3865086658 1-46864 -0.29649609327316284 -0.019663065671920776 4.0874247550964355 0 0 
8244-3702 131.815007291 51.2458059073 1-47608 -0.3536190390586853 -0.20052523910999298 47.55436325073242 0 0 
8244-12704 133.035323408 51.3127390765 1-73638 -0.3455488979816437 -0.325386643409729 13.706464767456055 0 0 
8244-6101 130.454908959 50.7864246426 1-47120 -0.23912058770656586 -0.011395130306482315 18.08967399597168 0 0 
8244-12703 134.273804818 51.8141317407 1-73670 -0.6458194255828857 -0.14893031120300293 15.956461906433105 0 0 
8244-6103 130.996444722 51.0902636663 1-47705 0.26953983306884766 0.4782465696334839 1.0252704620361328 0 0 
8244-6102 130.766355649 51.3256549323 1-47136 -0.3359663784503937 -0.4875165820121765 11.535704612731934 0 0 
8244-12705 134.284434379 51.4715460589 1-605549 -0.37655335664749146 -0.3046409487724304 4.869194030761719 0 0 
8244-9102 132.977743439 52.9008813541 1-48410 0.2982600927352905 0.44088736176490784 0.5858137607574463 0 0 
8244-12702 131.513430659 51.201502079 1-47170 -0.4690696597099304 -0.4440164566040039 19.050222396850586 0 0 
8244-9101 133.787581956 52.4704424298 1-47890 -0.245254784822464 -0.09336166083812714 4.034070014953613 0 0 
8259-9102 178.539917892 44.3661292259 1-257623 -0.10689011216163635 0.19840659201145172 2.6398520469665527 0 0 
8259-12703 180.942559765 43.9844602936 1-257940 -0.6122774481773376 -0.061599865555763245 12.737979888916016 0 0 
8259-1902 177.796116041 44.0087651583 1-257652 -0.3496590852737427 -0.7071851491928101 16.286487579345703 0 0 
8259-12702 178.506318037 44.6422563858 1-257825 -0.38036349415779114 -0.49062079191207886 6.914372444152832 0 0 
8259-3702 177.794188858 45.2228493075 1-257813 -0.35490328073501587 -0.308447003364563 6.4910783767700195 0 0 
8259-12704 180.160568753 44.4066455755 1-257957 -0.45935243368148804 -0.313373327255249 8.08471393585205 0 0 
8259-12701 179.962635154 43.7406891014 1-257984 -0.7329809665679932 0.00865878351032734 12.58511734008789 0 0 
8259-3704 179.593305477 43.8152710678 1-258007 -0.41311028599739075 -0.6351627111434937 19.744037628173828 0 0 
8259-6103 178.842125795 43.7610940306 1-281037 -0.19533079862594604 -0.1459047496318817 4.854496955871582 0 0 
8259-6104 180.590519764 44.567172387 1-257953 -0.5004658699035645 -0.6510022282600403 22.72572898864746 0 0 
8259-6101 179.44492912 42.9899484925 1-281050 -0.6523050665855408 -0.06459683924913406 24.61016082763672 0 0 
8259-9101 178.343964227 44.920519964 1-257822 -1.0762090682983398 0.3770284354686737 38.00859451293945 0 0 
8259-6102 178.474978488 43.8187327298 1-257627 -0.13328438997268677 0.10088150948286057 1.9591199159622192 0 0 
8259-1901 177.971920275 43.3480675175 1-280965 0.21417942643165588 0.25703880190849304 1.5382591485977173 0 0 
8319-9101 202.533480747 48.8932602825 1-234341 -0.45848166942596436 -0.6701456904411316 18.05133819580078 0 0 
8319-9102 201.560998184 47.3003378894 1-575733 0.21404042840003967 0.223728209733963 0.659900426864624 0 0 
8319-12702 199.061490533 47.5993643925 1-285052 0.13987278938293457 0.4970546066761017 1.0151607990264893 0 0 
8319-6103 201.777437777 49.049317198 1-234632 -0.1796029657125473 -0.20324033498764038 4.133268356323242 0 0 
8319-3703 201.283303096 48.344505797 1-234362 -0.36645129323005676 -0.47951409220695496 16.47134780883789 0 0 
8319-6102 199.944770082 48.2065758276 1-234408 -0.27599960565567017 -0.24402543902397156 3.3904917240142822 0 0 
8319-3704 199.239947241 47.8683354111 1-234431 -0.49089932441711426 -0.20448949933052063 4.692463397979736 0 0 
8319-12704 199.942788791 47.7155742145 1-285136 -0.24915364384651184 -0.4178343713283539 9.829361915588379 0 0 
8319-3702 198.743165807 48.1946172876 1-234004 0.12196984887123108 0.26126113533973694 1.084185242652893 0 0 
8319-3701 199.3225054 47.3420135692 1-285065 -0.465057373046875 -0.4647331237792969 18.1055908203125 0 0 
